,name,description,id
1103,ASOS DESIGN slim belt in burgundy patent faux leather and gunmetal buckle-Red,Belt by ASOS DESIGN Secure your style Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1104,Saks Fifth Avenue Men's COLLECTION Suede Belt - Navy - Size 34,"ONLY AT SAKS. An essential wardrobe accessory of soft, sumptuous suede exudes timeless appeal. Suede Made in USA SIZE Width, about 1.5"". Mens Pvt Brands - Sfamc Accessories > Saks Fifth Avenue > Barneys. Saks Fifth Avenue. Color: Navy. Size: 34.",93
1105,Gucci Men's GG Marmont Crocodile Belt - Black - Size 95 (38),"Sleek crocodile belt accented by an antique logo buckle. Antique brass buckle Crocodile Made in Italy SIZE Width, about 1.5"". Men Accessories - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Black. Size: 95 (38).",93
1106,knot detail belt,Black leather knot detail belt from Tufi Duek.,93
1107,Ralph Lauren Stirrup-Buckle Calfskin Belt in RL Gold - Size L,Equestrian-inspired details including a polished stirrup buckle and contrast topstitching add a timeless elegance to this Italian-made calfskin belt.,93
1108,Ralph Lauren Grosgrain O-Ring Belt in White/Royal/Navy/Gold - Size S,A reimagining of the classic grosgrain belt this spirited accessory features a vibrant striped motif and refined full-grain leather accents.,93
1109,Saks Fifth Avenue Men's COLLECTION Lizard Belt - Orange - Size 40,"ONLY AT SAKS. Classic belt flaunts textured lizard finish. Polished silvertone buckle Lizard Spot clean Made in USA SIZE Width, about 2.3"". Mens Pvt Brands - Sfamc Accessories > Saks Fifth Avenue > Barneys. Saks Fifth Avenue. Color: Orange. Size: 40.",93
1110,leather belt,Black leather belt from 脌 La Gar莽onne featuring a push lock fastening.,93
1111,Ralph Lauren Reversible Leather Belt in Black/Field Brown - Size S,Crafted from smooth leather this belt reverses to match your outfit of the day.,93
1112,appliqu茅 logo thin belt,"Showcasing their immediately recognisable logo detail, this appliqu茅 logo thin belt is a fine accessory detail from DSQUARED2. Carefully crafted in Italy, this thin belt is made from a supple black leather that strikingly contrasts against the intricately embroidered appliqu茅 logo and the corresponding olive branch detail. With a mix of hard rock鈥檔鈥檙oll style and elegant craftsmanship, this belt delivers on DSQUARED2鈥檚 wider aesthetic and features a gold-tone zamac buckle, punch hole detailing and a pointed tip.",93
1113,Polo Ralph Lauren reversible leather belt in black/tan,Belt by Polo Ralph Lauren Secure your style Reversible design For double the wardrobe mileage Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1114,Ralph Lauren Reversible Leather Belt in Black/Brown - Size 32,A rectilinear buckle and keeper give this reversible dress belt a refined look complementing its subtly textured leather.,93
1115,Salvatore Ferragamo Women's Double Gancini Reversible Leather Belt - Brown - Size 100 (Large),"Leather belt with a polished double Gancini buckle reverses to black. Adjustable and designed to allow cut-to-fit for a custom size Leather Made in Italy SIZE Width, about 1.5"". Soft Accessorie - Belts > Salvatore Ferragamo > Saks Fifth Avenue > Barneys. Salvatore Ferragamo. Color: Brown. Size: 100 (Large).",93
1116,Gucci Women's Dionysus Suede Belt - Beige Ebony - Size 75 (XS),"Suede belt with leather trim and a tiger head buckle Width, 1.5"" GG Supreme canvas Antique silver-toned hardware Canvas Suede trim Made in Italy. Soft Accessorie - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Beige Ebony. Size: 75 (XS).",93
1117,Ralph Lauren Braided Vachetta Leather Belt in Tan - Size S,This braided belt is crafted from burnished Italian vachetta leather that will develop a beautiful patina with wear.,93
1118,Saks Fifth Avenue Men's COLLECTION Alligator Belt - Cognac - Size 40,"ONLY AT SAKS. Sleek alligator belt with Italian glove leather lining and a nickel-finished brass buckle. About 1录"" wide Print varies Made in USA. Mens Pvt Brands - Sfamc Accessories > Saks Fifth Avenue > Barneys. Saks Fifth Avenue. Color: Cognac. Size: 40.",93
1119,ASOS DESIGN plus smart slim belt in brown faux leather,Plus belt by ASOS DESIGN Secure your style Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1120,Saks Fifth Avenue Men's COLLECTION Leather Belt - Black - Size 46,"ONLY AT SAKS. Rich Italian kipskin leather with a polished nickel buckle. About 1录"" wide Made in USA. Mens Pvt Brands - Sfamc Accessories > Saks Fifth Avenue > Barneys. Saks Fifth Avenue. Color: Black. Size: 46.",93
1121,Ralph Lauren Lizard-Stamped Calfskin Belt in Marine Navy - Size L,This Italian-made belt offers rich dimension and a luxuriously textured hand as it's rendered from full-grain calfskin stamped with a lizard-skin motif. It's finished with a rectangular trench buckle an enduring Ralph Lauren signature.,93
1122,Gucci Women's Leather GG Moon Belt - Black - Size 70 (XS),"Leather belt with torchon Double G buckle Antique gold-toned hardware Can be worn as a hip or waist belt Textured torchon Double G metal buckle Textured torchon metal loop Width, about 1.5"" Leather Made in Italy. Soft Accessorie - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Black. Size: 70 (XS).",93
1123,Jack & Jones premium leather belt in brown-Black,Belt by Jack & Jones A wardrobe staple Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1124,Gucci Women's Pearly GG Leather Belt - Black - Size 75 (XS),"The Double G, inspired by an archival design, is further enhanced by pearl-effect studs. Pearls are a romantic symbol and are incorporated throughout Gucci's collections. The buckle sits on a leather strap. Width, 0.75"" Leather Adjustable buckle Made in Italy. Soft Accessorie - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Black. Size: 75 (XS).",93
1125,Jack & Jones leather belt in brown,Belt by Jack & Jones Secure your style Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1126,Ralph Lauren Terrance Tumbled Leather Belt in Brown - Size 36,Dark brown leather belt subtly distressed and worn. Finished with a tarnished brass buckle.,93
1127,MCM Men's Claus M Reversible Belt in Black Logo Visetos - Black Red,"Signature logo patterned reversible belt featuresPVD coated matte black M buckle. Buckle detaches to cut belt to custom size. Reverses to Black/Black, Black/Cognac, Black/Red PVD coated matte black M buckle Coated canvas/leather Imported SIZE 2""W X 51"" L. Men Accessories - Belts > Mcm > Saks Fifth Avenue > Barneys. MCM. Color: Black Red.",93
1128,BOSS Erron leather belt in black,Belt by BOSS For that custom fit Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1129,Montblanc Men's Reversible Leather Belt - Black,"Versatile belt flaunts a two tone aesthetic that is punctuated by silvertone buckle. Buckle closure Brass/leather Made in Italy SIZE 1.18""W x 47""L. Men Accessories - Luxury Collections > Saks Fifth Avenue > Barneys. Montblanc. Color: Black.",93
1130,Ralph Lauren Trench-Buckle Alligator Belt in Honey - Size S,Our trench-buckle alligator belt is made in Italy and designed with rich hues making it a perfect accent to any ensemble.,93
1131,B-Low The Belt Women's Richie Metal Mesh Belt - Gold - Size Small,"Add a flash of glamour to your outfit with this metal mesh belt. Goldtone Steel alloy Imported SIZE Width, about 1.25"". Soft Accessorie - Belts > Saks Fifth Avenue > Barneys. B-Low The Belt. Color: Gold. Size: Small.",93
1132,Gucci Men's GG Leather Belt - Black - Size 75 (30),"Adjustable, signature leather belt with new double GG buckle. 1.6"" wide Antiqued brass hardware with a shiny finish Leather Made in Italy. Men Accessories - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Black. Size: 75 (30).",93
1133,Saks Fifth Avenue Men's COLLECTION Caimen Leather Belt - Brown - Size 44,"ONLY AT SAKS. Classic belt finished in embossed caiman leather. Polished silvertone buckle Exotic caiman leather Spot clean Made in USA SIZE Width, about 2.3"". Mens Pvt Brands - Sfamc Accessories > Saks Fifth Avenue > Barneys. Saks Fifth Avenue. Color: Brown. Size: 44.",93
1134,Ralph Lauren Concho Leather Wrap Belt in Natural - Size M,This slender calfskin belt features Western-inspired engraved concho accents and a double-wrap silhouette.,93
1135,Saks Fifth Avenue Men's COLLECTION Alligator Belt - Black - Size 34,"ONLY AT SAKS. Sleek alligator belt with Italian glove leather lining and a nickel-finished brass buckle. About 1录"" wide Print varies Made in USA. Mens Pvt Brands - Sfamc Accessories > Saks Fifth Avenue > Barneys. Saks Fifth Avenue. Color: Black. Size: 34.",93
1136,Shinola Men's Rambler Leather Belt - Black - Size 32,"Handcrafted from the label's premium Bridle leather, this belt is a classic, everyday accessory. Adjustable buckle closure Black matte hardware Leather Made in USA SIZE Width, about 1.5"". Men Accessories - Watches And Gifts > Saks Fifth Avenue > Barneys. Shinola. Color: Black. Size: 32.",93
1137,Gucci Men's Reversible Interlocking GG Supreme Belt - Beige Ebony Black - Size 90 (36),"Beige/ebony GG Supreme canvas reverses to black leather Width, 1.5"" Palladium-toned hardware Interlocking G buckle closure Leather/canvas Made in Italy Please note: Can we worn as a hip or waist belt. Sizing will differ based on where the belt is worn, please refer to the size guide to find your size. Men Accessories - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Beige Ebony Black. Size: 90 (36).",93
1138,Saks Fifth Avenue Men's COLLECTION Burnished Leather Belt - Taupe - Size 32,"ONLY AT SAKS. A burnished leather belt neatly secures and defines your stylish ensembles. Leather Silvertone hardware Wipe clean Imported SIZE Width, about 2.5"". Mens Pvt Brands - Sfamc Accessories > Saks Fifth Avenue > Barneys. Saks Fifth Avenue. Color: Taupe. Size: 32.",93
1139,flower applique belt,Mint green leather flower applique belt from Orciani.,93
1140,Tommy Hilfiger denton leather belt in black,Belt by Tommy Hilfiger Secure your style Adjustable length Branded design Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1141,ASOS DESIGN Plus slim belt in black faux leather,Plus belt by ASOS DESIGN Secure your style Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1142,Balenciaga Men's Arena Explorer Leather Belt Pack - Noir,"Textured leather lends a vintage sensibility to this belt pack with the iconic logo. Adjustable snap buckle belt Top zip closure Silvertone hardware One exterior front zip pocket Fully lined Leather Made in Italy SIZE 15.75""W x 7.09""H x 3.94""D. Men Accessories - Leather Goods > Balenciaga > Saks Fifth Avenue > Barneys. Balenciaga. Color: Noir.",93
1143,logo belt with gold-tone hardware,"Want to stand out from the crowd? Buckle up...Moschino have just the piece. This logo detail belt is sure to turn heads. Featuring a signature logo buckle, an adjustable fit and a mushroom fastening.",93
1144,large belt,Blue canvas large belt from monse.,93
1145,Only & Sons leather belt in black,Belt by Only & Sons Secure your style Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1146,Salvatore Ferragamo Men's Reversible Leather Logo Belt - Black - Size 32,"A leather banded belt fits together with a logo buckle. Reversible Leather Logo belt clip closure Made in Italy SIZE 1.5"" wide. Men Accessories - Belts > Salvatore Ferragamo > Saks Fifth Avenue > Barneys. Salvatore Ferragamo. Color: Black. Size: 32.",93
1147,Versace Men's Oval Medallion Vitello Belt - Black - Size 95 (38),"Five-notch leather belt featuring a signature logo buckle. Goldtone hardware Leather Made in Italy SIZE Width, about 1.25"". Men Accessories - Belts > Saks Fifth Avenue > Barneys. Versace. Color: Black. Size: 95 (38).",93
1148,Montblanc Men's Reversible Cut-To-Size Casual Belt - Black Brown,"Polished, oval palladium-plated buckle, defines this reversible leather design with removable buckle, available in an extra-long size that you may tailor to fit your style and needs. Reverses to brown Leather Made in Italy SIZE 47""L x 1.125""W. Men Accessories - Luxury Collections > Saks Fifth Avenue > Barneys. Montblanc. Color: Black Brown.",93
1149,Gucci Women's GG Webbing Belt - Cuir - Size 70 (XS),"Signature webbing belt with interlocking G buckle Antiqued brass buckle Width, 1.6"" Webbing/calfskin Made in Italy. Soft Accessorie - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Cuir. Size: 70 (XS).",93
1150,Saks Fifth Avenue Men's COLLECTION Contrast Stitch Reversible Leather Belt - Navy Brown - Size 34,ONLY AT SAKS. Luxe grained leather belt flaunts sophisticated contrast trim. Reversible Silvertone hardware Leather Wipe clean Made in USA. Mens Pvt Brands - Sfamc Accessories > Saks Fifth Avenue > Barneys. Saks Fifth Avenue. Color: Navy Brown. Size: 34.,93
1151,Ralph Lauren Sportsman Braided Belt in Dark Brown - Size 40,Our ultra-preppy Sportsman belt is crafted from supple leather and features a braided construction.,93
1152,Salvatore Ferragamo Men's Adjustable Oversized Gancini Buckle Belt - Black - Size 40,"Smooth calfskin belt with oversized signature buckle Antiqued goldtone harware Leather Made in Italy SIZE Width, about 2"". Men Accessories - Belts > Salvatore Ferragamo > Saks Fifth Avenue > Barneys. Salvatore Ferragamo. Color: Black. Size: 40.",93
1153,Corthay Men's Rose Goldtone Classic C Belt Buckle - Rose Gold,ONLY AT SAKS Signature C buckle in polished rose goldtone Rose goldtone Made in France Please note: Belt strap sold separately. Men Accessories - Belts > Saks Fifth Avenue > Barneys. Corthay. Color: Rose Gold.,93
1154,Ralph Lauren Vachetta Leather Belt in Tan - Size 42,A vegetable-tanned vachetta leather detail at the buckle gives this men's belt subtle sophistication.,93
1155,Shinola Men's Metallic Buckle Leather Belt - Black - Size 32,"Classic leather belt featuring a silvertone buckle Width, 1.25"" Leather Made in USA. Men Accessories - Watches And Gifts > Saks Fifth Avenue > Barneys. Shinola. Color: Black. Size: 32.",93
1156,Ralph Lauren End-Bar-Buckle Belt in Dark Brown - Size 34,This Italian-made belt features a sleek leather strap and a polished buckle making it the perfect accent for your favorite suit and dress pants.,93
1157,Isabel Marant Women's Lecce Leather Belt - Natural - Size Large (34),"This leather belt is crafted to fall just-so, lending it cool girl nonchalance. Slit-loop closure Leather Made in Italy SIZE Width, 1.25"". Soft Accessorie - Belts > Saks Fifth Avenue > Barneys. Isabel Marant. Color: Natural. Size: Large (34).",93
1158,Gucci Men's GG Buckle Leather Belt - Cuir - Size 90 (36),"Smooth leather belt with double G buckle Double G buckle Palladium hardware 1.5"" width Cuir color leather Made in Italy. Men Accessories - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Cuir. Size: 90 (36).",93
1159,Ralph Lauren Reversible-Belt Set in Saddle-black - Size One Size,This set includes one leather belt that reverses from brown to black one silver-tone buckle and one gold-tone buckle. With four different combinations there's one to match every outfit in your wardrobe.,93
1160,Pathway print belt,Sand brown leather Pathway print belt from Htc Hollywood Trading Company.,93
1161,Shinola Men's Square Buckle Leather Belt - Black - Size 36,"Versatile leather belt with classic and sleek styling Width, about 2"" Leather Made in USA. Men Accessories - Watches And Gifts > Saks Fifth Avenue > Barneys. Shinola. Color: Black. Size: 36.",93
1162,Loro Piana Men's Basic Suede Belt - Black - Size 100 (44),"Sleek suede belt for classic styling Width, 1.38"" Leather Made in Italy. Men Luxury Coll - Loro Piana Na > Saks Fifth Avenue > Barneys. Loro Piana. Color: Black. Size: 100 (44).",93
1163,Ralph Lauren End-Bar-Buckle Belt in Black - Size 38,This Italian-made belt features a sleek leather strap and a polished buckle making it the perfect accent for your favorite suit and dress pants.,93
1164,Balenciaga Men's Graffiti Explorer Belt Pack - Black Multi,"From the Saks IT LIST THE SLING BAG A hands-free approach to the messenger bag. On-trend lambskin leather fanny pack with allover graffiti logo detailing Adjustable waist strap Top zip-around closure One exterior zip pocket 15.75""W x 7""H x 4""D Leather Wipe clean Made in Italy. Men Accessories - Leather Goods > Balenciaga > Saks Fifth Avenue > Barneys. Balenciaga. Color: Black Multi.",93
1165,ASOS DESIGN long ended belt in black webbing,Belt by ASOS DESIGN Secure your style Adjustable length D-ring buckle Long-ended design Belt fits true to size Please buy in your normal trouser size,93
1166,Ralph Lauren Grosgrain O-Ring Belt in Navy/Green - Size M,A reimagining of the classic grosgrain belt this spirited accessory features a vibrant striped motif and refined full-grain leather accents.,93
1167,Gucci Women's Marmont Croco Embossed Leather Belt - Black - Size 75 (XS),"Croco embossed leather belt with polished logo buckle Width, about 1.5"" Leather Made in Italy. Soft Accessorie - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Black. Size: 75 (XS).",93
1168,Ermenegildo Zegna Men's Tailored Leather Belt - Mocha - Size 32,This essential accessory in smooth calfskin has stitched edges and a tapered tip. Silvertone buckle Leather keeper Made in Italy. Men Accessories - Belts > Saks Fifth Avenue > Barneys. Ermenegildo Zegna. Color: Mocha. Size: 32.,93
1169,Saks Fifth Avenue Men's COLLECTION Lizard Belt - Black - Size 40,"ONLY AT SAKS. A texture-rich, lizard belt with a nickel-finished brass buckle. Silvertone buckle Lizard Spot clean Made in USA SIZE Width, about 1.25"". Mens Pvt Brands - Sfamc Accessories > Saks Fifth Avenue > Barneys. Saks Fifth Avenue. Color: Black. Size: 40.",93
1170,Ralph Lauren Leather Stirrup Belt in Peony - Size M,Crafted from supple Italian leather this slender equestrian-inspired belt is finished with a solid brass buckle.,93
1171,Bally Men's Britt Reversible Belt - Black,"Reversible leather belt with goldtone mirrored B logo buckle. Leather Made in Italy SIZE Cut to size Width, about 1.38"". Men Accessories - Belts > Saks Fifth Avenue > Barneys. Bally. Color: Black.",93
1172,Salvatore Ferragamo Men's Adjustable Oversized Gancini Buckle Belt - Nero - Size 34,"Smooth calfskin belt with oversized signature enamel buckle. Shiny goldtone encased enamel hardware Leather Made in Italy SIZE Width, about 1"". Men Accessories - Belts > Salvatore Ferragamo > Saks Fifth Avenue > Barneys. Salvatore Ferragamo. Color: Nero. Size: 34.",93
1173,MCM Men's Claus M Reversible Belt in Black Logo Visetos - Black Red,"Monogrammed coated canvas and leather belt reverses from Black to Red with logo print and features 24k gold plated M buckle. Buckle detaches to cut strap to custom length. Reverses to Black/Black, Black/Cognac and Black/Red 24k goldplated M buckle Coated canvas/leather Imported SIZE Width, about 2"". Men Accessories - Belts > Mcm > Saks Fifth Avenue > Barneys. MCM. Color: Black Red.",93
1174,Shinola Men's Leather Belt - Black - Size 34,"On-trend leather belt featuring a polished buckle Width, about 1.25"" Leather Made in USA. Men Accessories - Watches And Gifts > Saks Fifth Avenue > Barneys. Shinola. Color: Black. Size: 34.",93
1175,Gucci Men's Signature Canvas Belt - Tan - Size 85 (34),Smart belt with a glossy interlocking G buckle Canvas/leather/palladium Made in Italy. Men Accessories - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Tan. Size: 85 (34).,93
1176,soft belt,Yellow calf leather soft belt from Jil Sander.,93
1177,Montblanc Men's Star Leather Belt - Black Brown,"A polished, palladium-coated buckle, accented with the logo emblem, adorns this reversible leather design. Leather About 1.25"" wide Length, about 47.25"" Imported. Men Accessories - Luxury Collections > Saks Fifth Avenue > Barneys. Montblanc. Color: Black Brown.",93
1178,Salvatore Ferragamo Men's Adjustable & Reversible Gancini Buckle Belt with Briarwood Detail - Black - Size 44,"Smooth Italian calfskin leather belt featuring a signature gunmetal-tone buckle with Briarwood detail. Reverses to brown Shiny gunmetal tone hardware Briarwood detail Leather Made in Italy SIZE Width, about 2"" Please note: This style runs small. Order one size up. Men Accessories - Belts > Salvatore Ferragamo > Saks Fifth Avenue > Barneys. Salvatore Ferragamo. Color: Black. Size: 44.",93
1179,Salvatore Ferragamo Men's Adjustable & Reversible Gancini Buckle Belt - Black - Size 34,"Textured calfskin belt with signature gunmetal-tone buckle. Reverses to brown Shiny gunmetal-tone hardware Leather Made in Italy SIZE Width, about 1.5"" Please note: This style runs small. Order one size up. Men Accessories - Belts > Salvatore Ferragamo > Saks Fifth Avenue > Barneys. Salvatore Ferragamo. Color: Black. Size: 34.",93
1180,Gucci Women's Leather Belt with Double G Buckle - Black - Size 75 (XS),Leather Antiqued brass hardware with a shiny finish Double G buckle 1.5 width Made in Italy. Soft Accessorie - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Black. Size: 75 (XS).,93
1181,Ralph Lauren Trench-Buckle Alligator Belt in Grey - Size XS,Our trench-buckle alligator belt is made in Italy and designed with rich hues making it a perfect accent to any ensemble.,93
1182,Alexander McQueen Women's Leather Corset Belt - Black - Size 42 (6),"This eye-catching leather belt exudes the innovative, emotional and uncompromising style of Alexander McQueen. With an equestrian-style appearance, this thick, banded smooth leather belt fits as a corset to offer a cinched waist look. Back lace-up closure Leather Dry clean Made in Italy. Advanced Europe - Alexander Mcqueen > Saks Fifth Avenue > Barneys. Alexander McQueen. Color: Black. Size: 42 (6).",93
1183,Ralph Lauren Tartan Faux-Leather Belt in Blackwatch - Size 42,Made with a scratch-resistant faux-leather strap this classic tartan-print belt is finished with full-grain vachetta leather trim and brass hardware.,93
1184,ASOS DESIGN Plus wide belt in black faux leather and coated buckle,Plus belt by ASOS DESIGN Secure your style Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1185,ASOS DESIGN slim belt in black faux leather with silver buckle,Belt by ASOS DESIGN Secure your style Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1186,Ralph Lauren Vincennes Leather Belt in Vintage Black - Size 42,Inspired by a classic turn-of-the century slider belt. Made in Italy from hand-dyed leather. Custom silver-tone brass buckle.,93
1187,MCM Men's M Reversible Belt in Black Logo Visetos - Black Cognac,"Monogrammed coated canvas and leather belt reverses from Black to Cognac. Reverses to Black and Cognac Coated canvas/leather Imported SIZE Width, 1"". Men Accessories - Belts > Mcm > Saks Fifth Avenue > Barneys. MCM. Color: Black Cognac.",93
1188,Gucci Men's Embossed Leather Belt - Black - Size 95 (38),"Slim leather belt to complete your ensemble Width, 1.5"" Leather Made in Italy. Men Accessories - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Black. Size: 95 (38).",93
1189,Gucci Women's Animalier Leather Belt - Black - Size 70 (XS),"Statement belt with crystal-encrusted tiger buckle. Leather Made in Italy SIZE Width, about 1.5 Length, about 30-32. Soft Accessorie - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Black. Size: 70 (XS).",93
1190,Saks Fifth Avenue Men's COLLECTION BY MAGNANNI Burnished Leather Belt - Grey - Size 42,ONLY AT SAKS. Polished buckle secures this sturdy leather belt. Leather Made in Spain. Mens Pvt Brands - Sfamc Accessories > Saks Fifth Avenue > Barneys. Saks Fifth Avenue. Color: Grey. Size: 42.,93
1191,Fendi Men's Pebble Leather Belt - Nero Tton,"Pebble leather belt with signature logo buckle About 1.5"" wide Leather/metal Made in Italy. Men Accessories - Belts > Fendi > Saks Fifth Avenue > Barneys. Fendi. Color: Nero Tton.",93
1192,Ralph Lauren Logo-Jacquard Webbed Belt in Orange - Size M,Inspired by high-performance outdoor gear this jacquard-woven webbed belt is emblazoned with geographical coordinates and a matrix barcode graphic and finished with a click-lock buckle.,93
1193,knot belt,Black leather knot belt from Tufi Duek featuring a clasp fastening.,93
1194,Ralph Lauren RLX Webbed Nylon Belt in Black - Size M,"Designed in the adventurous spirit of RLX this belt features a webbed nylon strap and a seatbelt-style lift-latch buckle. This bold accessory is finished with full-grain leather trim and ""Ralph Lauren"" engraved at the buckle.",93
1195,rope belt,Off white leather rope belt from Tufi Duek featuring a clasp fastening.,93
1196,Corthay Men's Classic C Belt Brass Buckle - Brass,ONLY AT SAKS. Signature C buckle is a timeless polished accessory. Brass Stainless steel Made in France Please note: Belt strap sold separately. Men Accessories - Belts > Saks Fifth Avenue > Barneys. Corthay. Color: Brass.,93
1197,Ted Baker Hock reversible perforated belt in brown,Belt by Ted Baker Secure your style Reversible design Silver-tone hardware Adjustable length Pin-buckle fastening Branded keeper Belt fits true to size Please buy in your normal trouser size,93
1198,Versace Women's Barocco Buckle Leather Belt - Black - Size 70 (XS),"This leather belt flaunts a goldtone Baroque-style buckle with curlicue detailing. A micro Medusa head logo acts as the finishing touch. Buckle closure Goldtone hardware Leather Made in Italy SIZE Width, about 1.5"". Soft Accessorie - Belts > Saks Fifth Avenue > Barneys. Versace. Color: Black. Size: 70 (XS).",93
1199,Gucci Women's Pearly GG Buckle Wide Leather Belt - Black - Size 80 (Small),"Width, 2.75"" Leather Adjustable studded scalloped brass GG buckle Made in Italy. Soft Accessorie - Belts > Gucci > Saks Fifth Avenue > Barneys. Gucci. Color: Black. Size: 80 (Small).",93
1200,B-Low The Belt Women's Milla Python-Embossed Leather Belt - Olive Gold - Size 70 (XS),"A simple goldtone buckle lends a timeless element to this sleek leather belt embossed with a python print. Goldtone hardware Leather Clean by a leather specialist Made in Italy SIZE Width, about 1.5"". Soft Accessorie - Belts > Saks Fifth Avenue > Barneys. B-Low The Belt. Color: Olive Gold. Size: 70 (XS).",93
1201,Ralph Lauren Charm Saffiano Leather Belt in Lauren Tan - Size XL,"Crafted from luxurious Saffiano leather this wardrobe essential features a playful charm for signature ""LRL"" style.",93
1202,Ralph Lauren Braided Leather Belt in Dark Brown - Size 32,Add rich texture to chinos and trousers with this vegetable-tanned leather belt which is subtly debossed with our signature pony at the tip.,93
1203,Shinola Men's Metallic Buckle Leather Belt - Bourbon - Size 32,"Classic leather belt featuring a silvertone buckle Width, 1.25"" Leather Made in USA. Men Accessories - Watches And Gifts > Saks Fifth Avenue > Barneys. Shinola. Color: Bourbon. Size: 32.",93
1204,Loro Piana Women's Salzburg Belted Cashmere Cape - Black,"Luxurious cashmere cape with self-tie leather belt Funnelneck Three-quarter dolman sleeves Snap cuffs Self-tie bet Front seam pockets 17""W x 69""L Cashmere Trim: Leather Dry clean by leather specialist Made in Italy. Soft Accessorie - Loro Piana > Saks Fifth Avenue > Barneys. Loro Piana. Color: Black.",93
1205,ASOS DESIGN slim woven belt in black,Belt by ASOS DESIGN Secure your style Woven strap Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1206,Prada Women's Square Prada Logo Leather Belt - Black - Size 75 (XS),"A textured leather belt finished with a logo buckle. Goldtone hardware Leather Made in Italy SIZE Width, about 3"". Soft Accessorie - Belts > Prada > Saks Fifth Avenue > Barneys. Prada. Color: Black. Size: 75 (XS).",93
1207,BOSS Sjeeko smart belt in tan,Belt by BOSS Secure your style Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1208,Ralph Lauren Reversible Leather Belt in Blue/Vanilla - Size L,Crafted from smooth leather this belt reverses to match your outfit of the day.,93
1209,Prada Women's Prada Logo Belt - Black - Size 75 (XS),"Striking logo hardware adorns this sleek leather belt. Horsebit buckle Goldtone hardware Leather Made in Italy SIZE Width, about 1"". Soft Accessorie - Belts > Prada > Saks Fifth Avenue > Barneys. Prada. Color: Black. Size: 75 (XS).",93
1210,ASOS DESIGN slim woven belt in navy and blue,Belt by ASOS DESIGN Secure your style Adjustable length Pin-buckle fastening Single keeper Belt fits true to size Please buy in your normal trouser size,93
1211,Corthay Men's Red Trim Black Leather Belt - Black - Size XL (120),"ONLY AT SAKS. Handcrafted French calf leather belt with five holes for size adjustment for everyday style. Corthay buckle in a choice of finishes sold separately and fits into a single hole on the strap. The strap includes five holes on the back side to attach to the buckle Leather Handmade in France SIZE Width, about 1.5"" Please note: buckle sold separately. Men Accessories - Belts > Saks Fifth Avenue > Barneys. Corthay. Color: Black. Size: XL (120).",93
1212,Ralph Lauren Distressed Leather Belt in Distressed Tan - Size 28,Made in Italy from vegetable-tanned leather. Heavily distressed by hand for a one-of-a-kind look and a supple feel. Solid brass buckle.,93
1213,Ralph Lauren Double-Prong Leather Belt in Black - Size 32,This Italian vegetable-tanned leather belt will add distinctive surplus-inspired style to everyday looks.,93
1214,B-Low The Belt Women's Austin Leather Belt - Black Gold,"O-ring belt accented with a curb chain. Goldtone Leather/steel alloy Imported SIZE Width, about 1"". Soft Accessorie - Belts > Saks Fifth Avenue > Barneys. B-Low The Belt. Color: Black Gold.",93
